Image,TimePrediction,LastPrice,FuturePrice,Label
images/MPA/SmallCap_2023-01-20 00:00:00_7.png,1,102.220001,101.089996,0
images/CPA/SmallCap_2023-01-20 00:00:00_7.png,1,102.220001,101.089996,0
images/MLC/SmallCap_2023-01-20 00:00:00_7.png,1,102.220001,101.089996,0
images/API/SmallCap_2023-01-20 00:00:00_7.png,1,102.220001,101.089996,0
images/MPA/SmallCap_2023-01-20 00:00:00_7.png,5,102.220001,105.25,1
images/CPA/SmallCap_2023-01-20 00:00:00_7.png,5,102.220001,105.25,1
images/MLC/SmallCap_2023-01-20 00:00:00_7.png,5,102.220001,105.25,1
images/API/SmallCap_2023-01-20 00:00:00_7.png,5,102.220001,105.25,1
images/MPA/SmallCap_2023-01-21 00:00:00_7.png,1,101.089996,101.089996,0
images/CPA/SmallCap_2023-01-21 00:00:00_7.png,1,101.089996,101.089996,0
images/MLC/SmallCap_2023-01-21 00:00:00_7.png,1,101.089996,101.089996,0
images/API/SmallCap_2023-01-21 00:00:00_7.png,1,101.089996,101.089996,0
images/MPA/SmallCap_2023-01-21 00:00:00_7.png,5,101.089996,107.68,1
images/CPA/SmallCap_2023-01-21 00:00:00_7.png,5,101.089996,107.68,1
images/MLC/SmallCap_2023-01-21 00:00:00_7.png,5,101.089996,107.68,1
images/API/SmallCap_2023-01-21 00:00:00_7.png,5,101.089996,107.68,1
images/MPA/SmallCap_2023-01-22 00:00:00_7.png,1,101.089996,101.089996,0
images/CPA/SmallCap_2023-01-22 00:00:00_7.png,1,101.089996,101.089996,0
images/MLC/SmallCap_2023-01-22 00:00:00_7.png,1,101.089996,101.089996,0
images/API/SmallCap_2023-01-22 00:00:00_7.png,1,101.089996,101.089996,0
images/MPA/SmallCap_2023-01-22 00:00:00_7.png,5,101.089996,107.389999,1
images/CPA/SmallCap_2023-01-22 00:00:00_7.png,5,101.089996,107.389999,1
images/MLC/SmallCap_2023-01-22 00:00:00_7.png,5,101.089996,107.389999,1
images/API/SmallCap_2023-01-22 00:00:00_7.png,5,101.089996,107.389999,1
images/MPA/SmallCap_2023-01-23 00:00:00_7.png,1,101.089996,103.639999,1
images/CPA/SmallCap_2023-01-23 00:00:00_7.png,1,101.089996,103.639999,1
images/MLC/SmallCap_2023-01-23 00:00:00_7.png,1,101.089996,103.639999,1
images/API/SmallCap_2023-01-23 00:00:00_7.png,1,101.089996,103.639999,1
images/MPA/SmallCap_2023-01-23 00:00:00_7.png,5,101.089996,105.610001,1
images/CPA/SmallCap_2023-01-23 00:00:00_7.png,5,101.089996,105.610001,1
images/MLC/SmallCap_2023-01-23 00:00:00_7.png,5,101.089996,105.610001,1
images/API/SmallCap_2023-01-23 00:00:00_7.png,5,101.089996,105.610001,1
images/MPA/SmallCap_2023-01-24 00:00:00_7.png,1,103.639999,105.25,1
images/CPA/SmallCap_2023-01-24 00:00:00_7.png,1,103.639999,105.25,1
images/MLC/SmallCap_2023-01-24 00:00:00_7.png,1,103.639999,105.25,1
images/API/SmallCap_2023-01-24 00:00:00_7.png,1,103.639999,105.25,1
images/MPA/SmallCap_2023-01-24 00:00:00_7.png,5,103.639999,105.610001,1
images/CPA/SmallCap_2023-01-24 00:00:00_7.png,5,103.639999,105.610001,1
images/MLC/SmallCap_2023-01-24 00:00:00_7.png,5,103.639999,105.610001,1
images/API/SmallCap_2023-01-24 00:00:00_7.png,5,103.639999,105.610001,1
images/MPA/SmallCap_2023-01-25 00:00:00_7.png,1,105.25,107.68,1
images/CPA/SmallCap_2023-01-25 00:00:00_7.png,1,105.25,107.68,1
images/MLC/SmallCap_2023-01-25 00:00:00_7.png,1,105.25,107.68,1
images/API/SmallCap_2023-01-25 00:00:00_7.png,1,105.25,107.68,1
images/MPA/SmallCap_2023-01-25 00:00:00_7.png,5,105.25,105.610001,1
images/CPA/SmallCap_2023-01-25 00:00:00_7.png,5,105.25,105.610001,1
images/MLC/SmallCap_2023-01-25 00:00:00_7.png,5,105.25,105.610001,1
images/API/SmallCap_2023-01-25 00:00:00_7.png,5,105.25,105.610001,1
images/MPA/SmallCap_2023-01-26 00:00:00_7.png,1,107.68,107.389999,0
images/CPA/SmallCap_2023-01-26 00:00:00_7.png,1,107.68,107.389999,0
images/MLC/SmallCap_2023-01-26 00:00:00_7.png,1,107.68,107.389999,0
images/API/SmallCap_2023-01-26 00:00:00_7.png,1,107.68,107.389999,0
images/MPA/SmallCap_2023-01-26 00:00:00_7.png,5,107.68,106.349998,0
images/CPA/SmallCap_2023-01-26 00:00:00_7.png,5,107.68,106.349998,0
images/MLC/SmallCap_2023-01-26 00:00:00_7.png,5,107.68,106.349998,0
images/API/SmallCap_2023-01-26 00:00:00_7.png,5,107.68,106.349998,0
images/MPA/SmallCap_2023-01-27 00:00:00_7.png,1,107.389999,105.610001,0
images/CPA/SmallCap_2023-01-27 00:00:00_7.png,1,107.389999,105.610001,0
images/MLC/SmallCap_2023-01-27 00:00:00_7.png,1,107.389999,105.610001,0
images/API/SmallCap_2023-01-27 00:00:00_7.png,1,107.389999,105.610001,0
images/MPA/SmallCap_2023-01-27 00:00:00_7.png,5,107.389999,104.739998,0
images/CPA/SmallCap_2023-01-27 00:00:00_7.png,5,107.389999,104.739998,0
images/MLC/SmallCap_2023-01-27 00:00:00_7.png,5,107.389999,104.739998,0
images/API/SmallCap_2023-01-27 00:00:00_7.png,5,107.389999,104.739998,0
images/MPA/SmallCap_2023-01-28 00:00:00_7.png,1,105.610001,105.610001,0
images/CPA/SmallCap_2023-01-28 00:00:00_7.png,1,105.610001,105.610001,0
images/MLC/SmallCap_2023-01-28 00:00:00_7.png,1,105.610001,105.610001,0
images/API/SmallCap_2023-01-28 00:00:00_7.png,1,105.610001,105.610001,0
images/MPA/SmallCap_2023-01-28 00:00:00_7.png,5,105.610001,103.389999,0
images/CPA/SmallCap_2023-01-28 00:00:00_7.png,5,105.610001,103.389999,0
images/MLC/SmallCap_2023-01-28 00:00:00_7.png,5,105.610001,103.389999,0
images/API/SmallCap_2023-01-28 00:00:00_7.png,5,105.610001,103.389999,0
images/MPA/SmallCap_2023-01-29 00:00:00_7.png,1,105.610001,105.610001,0
images/CPA/SmallCap_2023-01-29 00:00:00_7.png,1,105.610001,105.610001,0
images/MLC/SmallCap_2023-01-29 00:00:00_7.png,1,105.610001,105.610001,0
images/API/SmallCap_2023-01-29 00:00:00_7.png,1,105.610001,105.610001,0
images/MPA/SmallCap_2023-01-29 00:00:00_7.png,5,105.610001,103.629997,0
images/CPA/SmallCap_2023-01-29 00:00:00_7.png,5,105.610001,103.629997,0
images/MLC/SmallCap_2023-01-29 00:00:00_7.png,5,105.610001,103.629997,0
images/API/SmallCap_2023-01-29 00:00:00_7.png,5,105.610001,103.629997,0
images/MPA/SmallCap_2023-01-30 00:00:00_7.png,1,105.610001,106.349998,1
images/CPA/SmallCap_2023-01-30 00:00:00_7.png,1,105.610001,106.349998,1
images/MLC/SmallCap_2023-01-30 00:00:00_7.png,1,105.610001,106.349998,1
images/API/SmallCap_2023-01-30 00:00:00_7.png,1,105.610001,106.349998,1
images/MPA/SmallCap_2023-01-30 00:00:00_7.png,5,105.610001,104.970001,0
images/CPA/SmallCap_2023-01-30 00:00:00_7.png,5,105.610001,104.970001,0
images/MLC/SmallCap_2023-01-30 00:00:00_7.png,5,105.610001,104.970001,0
images/API/SmallCap_2023-01-30 00:00:00_7.png,5,105.610001,104.970001,0
images/MPA/SmallCap_2023-01-31 00:00:00_7.png,1,106.349998,104.739998,0
images/CPA/SmallCap_2023-01-31 00:00:00_7.png,1,106.349998,104.739998,0
images/MLC/SmallCap_2023-01-31 00:00:00_7.png,1,106.349998,104.739998,0
images/API/SmallCap_2023-01-31 00:00:00_7.png,1,106.349998,104.739998,0
images/MPA/SmallCap_2023-01-31 00:00:00_7.png,5,106.349998,104.970001,0
images/CPA/SmallCap_2023-01-31 00:00:00_7.png,5,106.349998,104.970001,0
images/MLC/SmallCap_2023-01-31 00:00:00_7.png,5,106.349998,104.970001,0
images/API/SmallCap_2023-01-31 00:00:00_7.png,5,106.349998,104.970001,0
images/MPA/SmallCap_2023-02-01 00:00:00_7.png,1,104.739998,103.389999,0
images/CPA/SmallCap_2023-02-01 00:00:00_7.png,1,104.739998,103.389999,0
images/MLC/SmallCap_2023-02-01 00:00:00_7.png,1,104.739998,103.389999,0
images/API/SmallCap_2023-02-01 00:00:00_7.png,1,104.739998,103.389999,0
images/MPA/SmallCap_2023-02-01 00:00:00_7.png,5,104.739998,104.970001,1
images/CPA/SmallCap_2023-02-01 00:00:00_7.png,5,104.739998,104.970001,1
images/MLC/SmallCap_2023-02-01 00:00:00_7.png,5,104.739998,104.970001,1
images/API/SmallCap_2023-02-01 00:00:00_7.png,5,104.739998,104.970001,1
images/MPA/SmallCap_2023-02-02 00:00:00_7.png,1,103.389999,103.629997,1
images/CPA/SmallCap_2023-02-02 00:00:00_7.png,1,103.389999,103.629997,1
images/MLC/SmallCap_2023-02-02 00:00:00_7.png,1,103.389999,103.629997,1
images/API/SmallCap_2023-02-02 00:00:00_7.png,1,103.389999,103.629997,1
images/MPA/SmallCap_2023-02-02 00:00:00_7.png,5,103.389999,104.629997,1
images/CPA/SmallCap_2023-02-02 00:00:00_7.png,5,103.389999,104.629997,1
images/MLC/SmallCap_2023-02-02 00:00:00_7.png,5,103.389999,104.629997,1
images/API/SmallCap_2023-02-02 00:00:00_7.png,5,103.389999,104.629997,1
images/MPA/SmallCap_2023-02-03 00:00:00_7.png,1,103.629997,104.970001,1
images/CPA/SmallCap_2023-02-03 00:00:00_7.png,1,103.629997,104.970001,1
images/MLC/SmallCap_2023-02-03 00:00:00_7.png,1,103.629997,104.970001,1
images/API/SmallCap_2023-02-03 00:00:00_7.png,1,103.629997,104.970001,1
images/MPA/SmallCap_2023-02-03 00:00:00_7.png,5,103.629997,105.620003,1
images/CPA/SmallCap_2023-02-03 00:00:00_7.png,5,103.629997,105.620003,1
images/MLC/SmallCap_2023-02-03 00:00:00_7.png,5,103.629997,105.620003,1
images/API/SmallCap_2023-02-03 00:00:00_7.png,5,103.629997,105.620003,1
images/MPA/SmallCap_2023-02-04 00:00:00_7.png,1,104.970001,104.970001,0
images/CPA/SmallCap_2023-02-04 00:00:00_7.png,1,104.970001,104.970001,0
images/MLC/SmallCap_2023-02-04 00:00:00_7.png,1,104.970001,104.970001,0
images/API/SmallCap_2023-02-04 00:00:00_7.png,1,104.970001,104.970001,0
images/MPA/SmallCap_2023-02-04 00:00:00_7.png,5,104.970001,104.919998,0
images/CPA/SmallCap_2023-02-04 00:00:00_7.png,5,104.970001,104.919998,0
images/MLC/SmallCap_2023-02-04 00:00:00_7.png,5,104.970001,104.919998,0
images/API/SmallCap_2023-02-04 00:00:00_7.png,5,104.970001,104.919998,0
images/MPA/SmallCap_2023-02-05 00:00:00_7.png,1,104.970001,104.970001,0
images/CPA/SmallCap_2023-02-05 00:00:00_7.png,1,104.970001,104.970001,0
images/MLC/SmallCap_2023-02-05 00:00:00_7.png,1,104.970001,104.970001,0
images/API/SmallCap_2023-02-05 00:00:00_7.png,1,104.970001,104.970001,0
images/MPA/SmallCap_2023-02-05 00:00:00_7.png,5,104.970001,105.099998,1
images/CPA/SmallCap_2023-02-05 00:00:00_7.png,5,104.970001,105.099998,1
images/MLC/SmallCap_2023-02-05 00:00:00_7.png,5,104.970001,105.099998,1
images/API/SmallCap_2023-02-05 00:00:00_7.png,5,104.970001,105.099998,1
images/MPA/SmallCap_2023-02-06 00:00:00_7.png,1,104.970001,104.629997,0
images/CPA/SmallCap_2023-02-06 00:00:00_7.png,1,104.970001,104.629997,0
images/MLC/SmallCap_2023-02-06 00:00:00_7.png,1,104.970001,104.629997,0
images/API/SmallCap_2023-02-06 00:00:00_7.png,1,104.970001,104.629997,0
images/MPA/SmallCap_2023-02-06 00:00:00_7.png,5,104.970001,101.959999,0
images/CPA/SmallCap_2023-02-06 00:00:00_7.png,5,104.970001,101.959999,0
images/MLC/SmallCap_2023-02-06 00:00:00_7.png,5,104.970001,101.959999,0
images/API/SmallCap_2023-02-06 00:00:00_7.png,5,104.970001,101.959999,0
images/MPA/SmallCap_2023-02-07 00:00:00_7.png,1,104.629997,105.620003,1
images/CPA/SmallCap_2023-02-07 00:00:00_7.png,1,104.629997,105.620003,1
images/MLC/SmallCap_2023-02-07 00:00:00_7.png,1,104.629997,105.620003,1
images/API/SmallCap_2023-02-07 00:00:00_7.png,1,104.629997,105.620003,1
images/MPA/SmallCap_2023-02-07 00:00:00_7.png,5,104.629997,101.959999,0
images/CPA/SmallCap_2023-02-07 00:00:00_7.png,5,104.629997,101.959999,0
images/MLC/SmallCap_2023-02-07 00:00:00_7.png,5,104.629997,101.959999,0
images/API/SmallCap_2023-02-07 00:00:00_7.png,5,104.629997,101.959999,0
images/MPA/SmallCap_2023-02-08 00:00:00_7.png,1,105.620003,104.919998,0
images/CPA/SmallCap_2023-02-08 00:00:00_7.png,1,105.620003,104.919998,0
images/MLC/SmallCap_2023-02-08 00:00:00_7.png,1,105.620003,104.919998,0
images/API/SmallCap_2023-02-08 00:00:00_7.png,1,105.620003,104.919998,0
images/MPA/SmallCap_2023-02-08 00:00:00_7.png,5,105.620003,101.959999,0
images/CPA/SmallCap_2023-02-08 00:00:00_7.png,5,105.620003,101.959999,0
images/MLC/SmallCap_2023-02-08 00:00:00_7.png,5,105.620003,101.959999,0
images/API/SmallCap_2023-02-08 00:00:00_7.png,5,105.620003,101.959999,0
images/MPA/SmallCap_2023-02-09 00:00:00_7.png,1,104.919998,105.099998,1
images/CPA/SmallCap_2023-02-09 00:00:00_7.png,1,104.919998,105.099998,1
images/MLC/SmallCap_2023-02-09 00:00:00_7.png,1,104.919998,105.099998,1
images/API/SmallCap_2023-02-09 00:00:00_7.png,1,104.919998,105.099998,1
images/MPA/SmallCap_2023-02-09 00:00:00_7.png,5,104.919998,101.959999,0
images/CPA/SmallCap_2023-02-09 00:00:00_7.png,5,104.919998,101.959999,0
images/MLC/SmallCap_2023-02-09 00:00:00_7.png,5,104.919998,101.959999,0
images/API/SmallCap_2023-02-09 00:00:00_7.png,5,104.919998,101.959999,0
images/MPA/SmallCap_2023-02-10 00:00:00_7.png,1,105.099998,101.959999,0
images/CPA/SmallCap_2023-02-10 00:00:00_7.png,1,105.099998,101.959999,0
images/MLC/SmallCap_2023-02-10 00:00:00_7.png,1,105.099998,101.959999,0
images/API/SmallCap_2023-02-10 00:00:00_7.png,1,105.099998,101.959999,0
images/MPA/SmallCap_2023-02-10 00:00:00_7.png,5,105.099998,102.349998,0
images/CPA/SmallCap_2023-02-10 00:00:00_7.png,5,105.099998,102.349998,0
images/MLC/SmallCap_2023-02-10 00:00:00_7.png,5,105.099998,102.349998,0
images/API/SmallCap_2023-02-10 00:00:00_7.png,5,105.099998,102.349998,0
