Image,TimePrediction,LastPrice,FuturePrice,Label
images/OHLC/S&P500_2023-02-10 00:00:00_14.png,5,408.040009,408.279999,1
images/OHLC/S&P500_2023-02-24 00:00:00_14.png,5,396.380005,397.809998,1
images/OHLC/S&P500_2023-03-10 00:00:00_14.png,5,385.910004,396.109985,1
images/OHLC/S&P500_2023-03-24 00:00:00_14.png,5,395.75,403.700012,1
images/OHLC/S&P500_2023-04-07 00:00:00_14.png,5,409.609985,413.470001,1
images/OHLC/S&P500_2023-04-21 00:00:00_14.png,5,412.200012,412.410004,1
images/OHLC/S&P500_2023-05-05 00:00:00_14.png,5,412.630005,412.130005,0
images/OHLC/S&P500_2023-05-19 00:00:00_14.png,5,418.619995,414.649994,0
images/OHLC/S&P500_2023-06-02 00:00:00_14.png,5,427.920013,429.130005,1
images/OHLC/S&P500_2023-06-16 00:00:00_14.png,5,439.459991,436.51001,0
images/OHLC/S&P500_2023-06-30 00:00:00_14.png,5,443.279999,439.660004,0
images/OHLC/S&P500_2023-07-14 00:00:00_14.png,5,449.279999,452.179993,1
images/OHLC/S&P500_2023-07-28 00:00:00_14.png,5,456.920013,448.839996,0
images/OHLC/S&P500_2023-08-11 00:00:00_14.png,5,445.649994,436.290009,0
images/OHLC/S&P500_2023-08-25 00:00:00_14.png,5,439.970001,450.350006,1
images/OHLC/S&P500_2023-09-08 00:00:00_14.png,5,445.519989,450.359985,1
images/OHLC/S&P500_2023-09-22 00:00:00_14.png,5,430.420013,428.519989,0
images/OHLC/S&P500_2023-10-06 00:00:00_14.png,5,429.540009,433.660004,1
images/OHLC/S&P500_2023-10-20 00:00:00_14.png,5,421.190002,412.549988,0
images/OHLC/S&P500_2023-11-03 00:00:00_14.png,5,434.690002,433.839996,0
images/OHLC/S&P500_2019-02-01 00:00:00_30.png,5,270.059998,270.140015,1
images/OHLC/S&P500_2019-02-01 00:00:00_30.png,30,270.059998,279.399994,1
images/OHLC/S&P500_2019-03-03 00:00:00_30.png,5,279.399994,278.440002,0
images/OHLC/S&P500_2019-03-03 00:00:00_30.png,30,279.399994,286.420013,1
images/OHLC/S&P500_2019-04-02 00:00:00_30.png,5,285.970001,288.790009,1
images/OHLC/S&P500_2019-04-02 00:00:00_30.png,30,285.970001,294.029999,1
images/OHLC/S&P500_2019-05-02 00:00:00_30.png,5,291.179993,287.529999,0
images/OHLC/S&P500_2019-05-02 00:00:00_30.png,30,291.179993,274.570007,0
images/OHLC/S&P500_2019-06-01 00:00:00_30.png,5,274.570007,287.649994,1
images/OHLC/S&P500_2019-06-01 00:00:00_30.png,30,274.570007,296.429993,1
images/OHLC/S&P500_2019-07-01 00:00:00_30.png,5,295.660004,296.820007,1
images/OHLC/S&P500_2019-07-01 00:00:00_30.png,30,295.660004,294.839996,0
images/OHLC/S&P500_2019-07-31 00:00:00_30.png,5,297.429993,287.799988,0
images/OHLC/S&P500_2019-07-31 00:00:00_30.png,30,297.429993,290.73999,0
images/OHLC/S&P500_2019-08-30 00:00:00_30.png,5,292.450012,297.820007,1
images/OHLC/S&P500_2019-08-30 00:00:00_30.png,30,292.450012,296.769989,1
images/OHLC/S&P500_2019-09-29 00:00:00_30.png,5,296.769989,293.079987,0
images/OHLC/S&P500_2019-09-29 00:00:00_30.png,30,296.769989,304.140015,1
images/OHLC/S&P500_2019-10-29 00:00:00_30.png,5,303.209991,307.369995,1
images/OHLC/S&P500_2019-10-29 00:00:00_30.png,30,303.209991,314.309998,1
images/OHLC/S&P500_2019-11-28 00:00:00_30.png,5,314.309998,311.459991,0
images/OHLC/S&P500_2019-11-28 00:00:00_30.png,30,314.309998,321.079987,1
images/OHLC/S&P500_2019-12-28 00:00:00_30.png,5,321.079987,322.410004,1
images/OHLC/S&P500_2019-12-28 00:00:00_30.png,30,321.079987,326.890015,1
images/OHLC/S&P500_2020-01-27 00:00:00_30.png,5,323.5,324.119995,1
images/OHLC/S&P500_2020-01-27 00:00:00_30.png,30,323.5,297.51001,0
images/OHLC/S&P500_2020-02-26 00:00:00_30.png,5,311.5,300.23999,0
images/OHLC/S&P500_2020-02-26 00:00:00_30.png,30,311.5,261.649994,0
images/OHLC/S&P500_2020-03-27 00:00:00_30.png,5,253.419998,251.830002,0
images/OHLC/S&P500_2020-03-27 00:00:00_30.png,30,253.419998,287.049988,1
images/OHLC/S&P500_2020-04-26 00:00:00_30.png,5,287.049988,283.570007,0
images/OHLC/S&P500_2020-04-26 00:00:00_30.png,30,287.049988,303.529999,1
images/OHLC/S&P500_2020-05-26 00:00:00_30.png,5,299.079987,305.549988,1
images/OHLC/S&P500_2020-05-26 00:00:00_30.png,30,299.079987,300.049988,1
images/OHLC/S&P500_2020-06-25 00:00:00_30.png,5,307.350006,310.519989,1
images/OHLC/S&P500_2020-06-25 00:00:00_30.png,30,307.350006,323.220001,1
images/OHLC/S&P500_2020-07-25 00:00:00_30.png,5,323.220001,326.519989,1
images/OHLC/S&P500_2020-07-25 00:00:00_30.png,30,323.220001,344.119995,1
images/OHLC/S&P500_2020-08-24 00:00:00_30.png,5,342.920013,349.309998,1
images/OHLC/S&P500_2020-08-24 00:00:00_30.png,30,342.920013,323.5,0
images/OHLC/S&P500_2020-09-23 00:00:00_30.png,5,322.640015,332.369995,1
images/OHLC/S&P500_2020-09-23 00:00:00_30.png,30,322.640015,339.390015,1
images/OHLC/S&P500_2020-10-23 00:00:00_30.png,5,345.779999,329.980011,0
images/OHLC/S&P500_2020-10-23 00:00:00_30.png,30,345.779999,357.459991,1
images/OHLC/S&P500_2020-11-22 00:00:00_30.png,5,357.459991,362.059998,1
images/OHLC/S&P500_2020-11-22 00:00:00_30.png,30,357.459991,367.570007,1
images/OHLC/S&P500_2020-12-22 00:00:00_30.png,5,367.23999,372.170013,1
images/OHLC/S&P500_2020-12-22 00:00:00_30.png,30,367.23999,382.880005,1
images/OHLC/S&P500_2021-01-21 00:00:00_30.png,5,384.23999,374.410004,0
images/OHLC/S&P500_2021-01-21 00:00:00_30.png,30,384.23999,387.029999,1
images/OHLC/S&P500_2021-02-20 00:00:00_30.png,5,387.029999,380.359985,0
images/OHLC/S&P500_2021-02-20 00:00:00_30.png,30,387.029999,389.5,1
images/OHLC/S&P500_2021-03-22 00:00:00_30.png,5,392.589996,395.779999,1
images/OHLC/S&P500_2021-03-22 00:00:00_30.png,30,392.589996,412.269989,1
images/OHLC/S&P500_2021-04-21 00:00:00_30.png,5,416.070007,417.519989,1
images/OHLC/S&P500_2021-04-21 00:00:00_30.png,30,416.070007,419.170013,1
images/OHLC/S&P500_2021-05-21 00:00:00_30.png,5,414.940002,419.290009,1
images/OHLC/S&P500_2021-05-21 00:00:00_30.png,30,414.940002,420.859985,1
images/OHLC/S&P500_2021-06-20 00:00:00_30.png,5,420.859985,427.470001,1
images/OHLC/S&P500_2021-06-20 00:00:00_30.png,30,420.859985,434.549988,1
images/OHLC/S&P500_2021-07-20 00:00:00_30.png,5,431.059998,441.019989,1
images/OHLC/S&P500_2021-07-20 00:00:00_30.png,30,431.059998,443.359985,1
images/OHLC/S&P500_2021-08-19 00:00:00_30.png,5,439.859985,448.910004,1
images/OHLC/S&P500_2021-08-19 00:00:00_30.png,30,439.859985,434.040009,0
images/OHLC/S&P500_2021-09-18 00:00:00_30.png,5,434.040009,443.910004,1
images/OHLC/S&P500_2021-09-18 00:00:00_30.png,30,434.040009,450.640015,1
images/OHLC/S&P500_2021-10-18 00:00:00_30.png,5,447.190002,455.549988,1
images/OHLC/S&P500_2021-10-18 00:00:00_30.png,30,447.190002,469.730011,1
images/OHLC/S&P500_2021-11-17 00:00:00_30.png,5,468.140015,468.190002,1
images/OHLC/S&P500_2021-11-17 00:00:00_30.png,30,468.140015,454.980011,0
images/OHLC/S&P500_2021-12-17 00:00:00_30.png,5,459.869995,470.600006,1
images/OHLC/S&P500_2021-12-17 00:00:00_30.png,30,459.869995,456.48999,0
images/OHLC/S&P500_2022-01-16 00:00:00_30.png,5,456.48999,439.839996,0
images/OHLC/S&P500_2022-01-16 00:00:00_30.png,30,456.48999,446.600006,0
images/OHLC/S&P500_2022-02-15 00:00:00_30.png,5,446.100006,429.570007,0
images/OHLC/S&P500_2022-02-15 00:00:00_30.png,30,446.100006,444.519989,0
images/OHLC/S&P500_2022-03-17 00:00:00_30.png,5,441.070007,443.799988,1
images/OHLC/S&P500_2022-03-17 00:00:00_30.png,30,441.070007,437.970001,0
images/OHLC/S&P500_2022-04-16 00:00:00_30.png,5,437.970001,426.040009,0
images/OHLC/S&P500_2022-04-16 00:00:00_30.png,30,437.970001,408.320007,0
images/OHLC/S&P500_2022-05-16 00:00:00_30.png,5,400.089996,396.920013,0
images/OHLC/S&P500_2022-05-16 00:00:00_30.png,30,400.089996,366.649994,0
images/OHLC/S&P500_2022-06-15 00:00:00_30.png,5,379.200012,375.070007,0
images/OHLC/S&P500_2022-06-15 00:00:00_30.png,30,379.200012,381.950012,1
images/OHLC/S&P500_2022-07-15 00:00:00_30.png,5,385.130005,398.790009,1
images/OHLC/S&P500_2022-07-15 00:00:00_30.png,30,385.130005,428.859985,1
images/OHLC/S&P500_2022-08-14 00:00:00_30.png,5,428.859985,413.350006,0
images/OHLC/S&P500_2022-08-14 00:00:00_30.png,30,428.859985,394.600006,0
images/OHLC/S&P500_2022-09-13 00:00:00_30.png,5,393.100006,388.549988,0
images/OHLC/S&P500_2022-09-13 00:00:00_30.png,30,393.100006,357.630005,0
images/OHLC/S&P500_2022-10-13 00:00:00_30.png,5,365.970001,368.5,1
images/OHLC/S&P500_2022-10-13 00:00:00_30.png,30,365.970001,395.119995,1
images/OHLC/S&P500_2022-11-12 00:00:00_30.png,5,395.119995,396.029999,1
images/OHLC/S&P500_2022-11-12 00:00:00_30.png,30,395.119995,401.970001,1
images/OHLC/S&P500_2022-12-12 00:00:00_30.png,5,398.950012,380.019989,0
images/OHLC/S&P500_2022-12-12 00:00:00_30.png,30,398.950012,396.959991,0
images/OHLC/S&P500_2023-01-11 00:00:00_30.png,5,395.519989,397.769989,1
images/OHLC/S&P500_2023-01-11 00:00:00_30.png,30,395.519989,412.829987,1
images/OHLC/S&P500_2023-02-10 00:00:00_30.png,5,408.040009,408.279999,1
images/OHLC/S&P500_2023-02-10 00:00:00_30.png,30,408.040009,385.359985,0
images/OHLC/S&P500_2023-03-12 00:00:00_30.png,5,385.359985,393.73999,1
images/OHLC/S&P500_2023-03-12 00:00:00_30.png,30,385.359985,408.049988,1
images/OHLC/S&P500_2023-04-11 00:00:00_30.png,5,409.720001,413.940002,1
images/OHLC/S&P500_2023-04-11 00:00:00_30.png,30,409.720001,411.589996,1
images/OHLC/S&P500_2023-05-11 00:00:00_30.png,5,412.130005,415.230011,1
images/OHLC/S&P500_2023-05-11 00:00:00_30.png,30,412.130005,433.799988,1
images/OHLC/S&P500_2023-06-10 00:00:00_30.png,5,433.799988,439.459991,1
images/OHLC/S&P500_2023-06-10 00:00:00_30.png,30,433.799988,442.459991,1
images/OHLC/S&P500_2023-07-10 00:00:00_30.png,5,439.660004,450.839996,1
images/OHLC/S&P500_2023-07-10 00:00:00_30.png,30,439.660004,445.910004,1
images/OHLC/S&P500_2023-08-09 00:00:00_30.png,5,445.75,442.890015,0
images/OHLC/S&P500_2023-08-09 00:00:00_30.png,30,445.75,448.450012,1
images/OHLC/S&P500_2023-09-08 00:00:00_30.png,5,445.519989,450.359985,1
images/OHLC/S&P500_2023-09-08 00:00:00_30.png,30,445.519989,432.290009,0
images/OHLC/S&P500_2023-10-08 00:00:00_30.png,5,432.290009,436.040009,1
images/OHLC/S&P500_2023-10-08 00:00:00_30.png,30,432.290009,437.25,1
images/OHLC/S&P500_2019-02-01 00:00:00_90.png,5,270.059998,270.140015,1
images/OHLC/S&P500_2019-02-01 00:00:00_90.png,30,270.059998,279.399994,1
images/OHLC/S&P500_2019-02-01 00:00:00_90.png,90,270.059998,294.029999,1
images/OHLC/S&P500_2019-04-02 00:00:00_90.png,5,285.970001,288.790009,1
images/OHLC/S&P500_2019-04-02 00:00:00_90.png,30,285.970001,294.029999,1
images/OHLC/S&P500_2019-04-02 00:00:00_90.png,90,285.970001,296.429993,1
images/OHLC/S&P500_2019-06-01 00:00:00_90.png,5,274.570007,287.649994,1
images/OHLC/S&P500_2019-06-01 00:00:00_90.png,30,274.570007,296.429993,1
images/OHLC/S&P500_2019-06-01 00:00:00_90.png,90,274.570007,290.73999,1
images/OHLC/S&P500_2019-07-31 00:00:00_90.png,5,297.429993,287.799988,0
images/OHLC/S&P500_2019-07-31 00:00:00_90.png,30,297.429993,290.73999,0
images/OHLC/S&P500_2019-07-31 00:00:00_90.png,90,297.429993,304.140015,1
images/OHLC/S&P500_2019-09-29 00:00:00_90.png,5,296.769989,293.079987,0
images/OHLC/S&P500_2019-09-29 00:00:00_90.png,30,296.769989,304.140015,1
images/OHLC/S&P500_2019-09-29 00:00:00_90.png,90,296.769989,321.079987,1
images/OHLC/S&P500_2019-11-28 00:00:00_90.png,5,314.309998,311.459991,0
images/OHLC/S&P500_2019-11-28 00:00:00_90.png,30,314.309998,321.079987,1
images/OHLC/S&P500_2019-11-28 00:00:00_90.png,90,314.309998,297.51001,0
images/OHLC/S&P500_2020-01-27 00:00:00_90.png,5,323.5,324.119995,1
images/OHLC/S&P500_2020-01-27 00:00:00_90.png,30,323.5,297.51001,0
images/OHLC/S&P500_2020-01-27 00:00:00_90.png,90,323.5,287.049988,0
images/OHLC/S&P500_2020-03-27 00:00:00_90.png,5,253.419998,251.830002,0
images/OHLC/S&P500_2020-03-27 00:00:00_90.png,30,253.419998,287.049988,1
images/OHLC/S&P500_2020-03-27 00:00:00_90.png,90,253.419998,300.049988,1
images/OHLC/S&P500_2020-05-26 00:00:00_90.png,5,299.079987,305.549988,1
images/OHLC/S&P500_2020-05-26 00:00:00_90.png,30,299.079987,300.049988,1
images/OHLC/S&P500_2020-05-26 00:00:00_90.png,90,299.079987,344.119995,1
images/OHLC/S&P500_2020-07-25 00:00:00_90.png,5,323.220001,326.519989,1
images/OHLC/S&P500_2020-07-25 00:00:00_90.png,30,323.220001,344.119995,1
images/OHLC/S&P500_2020-07-25 00:00:00_90.png,90,323.220001,339.390015,1
images/OHLC/S&P500_2020-09-23 00:00:00_90.png,5,322.640015,332.369995,1
images/OHLC/S&P500_2020-09-23 00:00:00_90.png,30,322.640015,339.390015,1
images/OHLC/S&P500_2020-09-23 00:00:00_90.png,90,322.640015,367.570007,1
images/OHLC/S&P500_2020-11-22 00:00:00_90.png,5,357.459991,362.059998,1
images/OHLC/S&P500_2020-11-22 00:00:00_90.png,30,357.459991,367.570007,1
images/OHLC/S&P500_2020-11-22 00:00:00_90.png,90,357.459991,387.029999,1
images/OHLC/S&P500_2021-01-21 00:00:00_90.png,5,384.23999,374.410004,0
images/OHLC/S&P500_2021-01-21 00:00:00_90.png,30,384.23999,387.029999,1
images/OHLC/S&P500_2021-01-21 00:00:00_90.png,90,384.23999,412.269989,1
images/OHLC/S&P500_2021-03-22 00:00:00_90.png,5,392.589996,395.779999,1
images/OHLC/S&P500_2021-03-22 00:00:00_90.png,30,392.589996,412.269989,1
images/OHLC/S&P500_2021-03-22 00:00:00_90.png,90,392.589996,420.859985,1
images/OHLC/S&P500_2021-05-21 00:00:00_90.png,5,414.940002,419.290009,1
images/OHLC/S&P500_2021-05-21 00:00:00_90.png,30,414.940002,420.859985,1
images/OHLC/S&P500_2021-05-21 00:00:00_90.png,90,414.940002,443.359985,1
images/OHLC/S&P500_2021-07-20 00:00:00_90.png,5,431.059998,441.019989,1
images/OHLC/S&P500_2021-07-20 00:00:00_90.png,30,431.059998,443.359985,1
images/OHLC/S&P500_2021-07-20 00:00:00_90.png,90,431.059998,450.640015,1
images/OHLC/S&P500_2021-09-18 00:00:00_90.png,5,434.040009,443.910004,1
images/OHLC/S&P500_2021-09-18 00:00:00_90.png,30,434.040009,450.640015,1
images/OHLC/S&P500_2021-09-18 00:00:00_90.png,90,434.040009,454.980011,1
images/OHLC/S&P500_2021-11-17 00:00:00_90.png,5,468.140015,468.190002,1
images/OHLC/S&P500_2021-11-17 00:00:00_90.png,30,468.140015,454.980011,0
images/OHLC/S&P500_2021-11-17 00:00:00_90.png,90,468.140015,446.600006,0
images/OHLC/S&P500_2022-01-16 00:00:00_90.png,5,456.48999,439.839996,0
images/OHLC/S&P500_2022-01-16 00:00:00_90.png,30,456.48999,446.600006,0
images/OHLC/S&P500_2022-01-16 00:00:00_90.png,90,456.48999,437.970001,0
images/OHLC/S&P500_2022-03-17 00:00:00_90.png,5,441.070007,443.799988,1
images/OHLC/S&P500_2022-03-17 00:00:00_90.png,30,441.070007,437.970001,0
images/OHLC/S&P500_2022-03-17 00:00:00_90.png,90,441.070007,366.649994,0
images/OHLC/S&P500_2022-05-16 00:00:00_90.png,5,400.089996,396.920013,0
images/OHLC/S&P500_2022-05-16 00:00:00_90.png,30,400.089996,366.649994,0
images/OHLC/S&P500_2022-05-16 00:00:00_90.png,90,400.089996,428.859985,1
images/OHLC/S&P500_2022-07-15 00:00:00_90.png,5,385.130005,398.790009,1
images/OHLC/S&P500_2022-07-15 00:00:00_90.png,30,385.130005,428.859985,1
images/OHLC/S&P500_2022-07-15 00:00:00_90.png,90,385.130005,357.630005,0
images/OHLC/S&P500_2022-09-13 00:00:00_90.png,5,393.100006,388.549988,0
images/OHLC/S&P500_2022-09-13 00:00:00_90.png,30,393.100006,357.630005,0
images/OHLC/S&P500_2022-09-13 00:00:00_90.png,90,393.100006,401.970001,1
images/OHLC/S&P500_2022-11-12 00:00:00_90.png,5,395.119995,396.029999,1
images/OHLC/S&P500_2022-11-12 00:00:00_90.png,30,395.119995,401.970001,1
images/OHLC/S&P500_2022-11-12 00:00:00_90.png,90,395.119995,412.829987,1
images/OHLC/S&P500_2023-01-11 00:00:00_90.png,5,395.519989,397.769989,1
images/OHLC/S&P500_2023-01-11 00:00:00_90.png,30,395.519989,412.829987,1
images/OHLC/S&P500_2023-01-11 00:00:00_90.png,90,395.519989,408.049988,1
images/OHLC/S&P500_2023-03-12 00:00:00_90.png,5,385.359985,393.73999,1
images/OHLC/S&P500_2023-03-12 00:00:00_90.png,30,385.359985,408.049988,1
images/OHLC/S&P500_2023-03-12 00:00:00_90.png,90,385.359985,433.799988,1
images/OHLC/S&P500_2023-05-11 00:00:00_90.png,5,412.130005,415.230011,1
images/OHLC/S&P500_2023-05-11 00:00:00_90.png,30,412.130005,433.799988,1
images/OHLC/S&P500_2023-05-11 00:00:00_90.png,90,412.130005,445.910004,1
images/OHLC/S&P500_2023-07-10 00:00:00_90.png,5,439.660004,450.839996,1
images/OHLC/S&P500_2023-07-10 00:00:00_90.png,30,439.660004,445.910004,1
